# /home/bioflora/allopolyploids/scripts/_bootstrap_label_stats.pl iqtree_boottrees_100_random_congruent_concatenate/ 0

100870_c36848_g2_i3_Bd1-25321428-25324580-+.fa.block.label.reduced.fna.trimmed.fna.extract_B422_H.fna.boottrees	B422_H	0	0	0	0	0	0	1	94	5	100
100870_c36848_g2_i3_Bd1-25321428-25324580-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bboi_B.fna.boottrees	Bboi_B	37	61	0	0	0	0	0	0	0	98
100870_c36848_g2_i3_Bd1-25321428-25324580-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bhyb_B.fna.boottrees	Bhyb_B	0	100	0	0	0	0	0	0	0	100
100870_c36848_g2_i3_Bd1-25321428-25324580-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bpho_H.fna.boottrees	Bpho_H	0	0	0	0	0	0	23	74	3	100
100870_c36848_g2_i3_Bd1-25321428-25324580-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bret_H.fna.boottrees	Bret_H	0	0	0	0	0	0	50	49	1	100
100870_c36848_g2_i3_Bd1-25321428-25324580-+.fa.block.label.reduced.fna.trimmed.fna.extract_Brup_H.fna.boottrees	Brup_H	0	0	0	0	0	0	4	21	75	100
100945_c32632_g2_i3_chr3-3170858-3178168-+.fa.block.label.reduced.fna.trimmed.fna.extract_B422_F.fna.boottrees	B422_F	0	0	0	0	0	97	3	0	0	100
100945_c32632_g2_i3_chr3-3170858-3178168-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bhyb_B.fna.boottrees	Bhyb_B	6	94	0	0	0	0	0	0	0	100
100945_c32632_g2_i3_chr3-3170858-3178168-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bpho_F.fna.boottrees	Bpho_F	0	0	2	0	6	91	1	0	0	100
100945_c32632_g2_i3_chr3-3170858-3178168-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bret_B.fna.boottrees	Bret_B	0	76	24	0	0	0	0	0	0	100
100966_c25470_g1_i1_chr2-27502516-27506894-+.fa.block.label.reduced.fna.trimmed.fna.extract_B422_H.fna.boottrees	B422_H	0	0	0	0	0	0	6	85	9	100
100966_c25470_g1_i1_chr2-27502516-27506894-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bmex_E.fna.boottrees	Bmex_E	8	0	2	1	89	0	0	0	0	100
100966_c25470_g1_i1_chr2-27502516-27506894-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bpho_H.fna.boottrees	Bpho_H	0	0	0	0	0	0	6	91	3	100
100966_c25470_g1_i1_chr2-27502516-27506894-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bret_A.fna.boottrees	Bret_A	47	0	40	11	1	1	0	0	0	100
100966_c25470_g1_i1_chr2-27502516-27506894-+.fa.block.label.reduced.fna.trimmed.fna.extract_Brup_H.fna.boottrees	Brup_H	0	0	0	0	0	0	10	83	7	100
100996_c35916_g1_i4_chr3-8301193-8304949--.fa.block.label.reduced.fna.trimmed.fna.extract_B422_F.fna.boottrees	B422_F	0	0	0	0	5	86	7	1	1	100
100996_c35916_g1_i4_chr3-8301193-8304949--.fa.block.label.reduced.fna.trimmed.fna.extract_Bboi_B.fna.boottrees	Bboi_B	18	77	1	4	0	0	0	0	0	100
100996_c35916_g1_i4_chr3-8301193-8304949--.fa.block.label.reduced.fna.trimmed.fna.extract_Bhyb_B.fna.boottrees	Bhyb_B	0	100	0	0	0	0	0	0	0	100
100996_c35916_g1_i4_chr3-8301193-8304949--.fa.block.label.reduced.fna.trimmed.fna.extract_Bmex_B.fna.boottrees	Bmex_B	5	92	2	1	0	0	0	0	0	100
100996_c35916_g1_i4_chr3-8301193-8304949--.fa.block.label.reduced.fna.trimmed.fna.extract_Bpho_F.fna.boottrees	Bpho_F	0	0	0	0	3	75	16	4	2	100
100996_c35916_g1_i4_chr3-8301193-8304949--.fa.block.label.reduced.fna.trimmed.fna.extract_Bret_F.fna.boottrees	Bret_F	0	0	0	0	4	61	30	1	4	100
100996_c35916_g1_i4_chr3-8301193-8304949--.fa.block.label.reduced.fna.trimmed.fna.extract_Brup_F.fna.boottrees	Brup_F	0	0	0	0	21	63	15	1	0	100
101053_c36587_g1_i1_chr8-27661712-27665507--.fa.block.label.reduced.fna.trimmed.fna.extract_B422_F.fna.boottrees	B422_F	0	0	0	0	0	95	5	0	0	100
101053_c36587_g1_i1_chr8-27661712-27665507--.fa.block.label.reduced.fna.trimmed.fna.extract_Bboi_C.fna.boottrees	Bboi_C	35	3	45	3	13	0	1	0	0	100
101053_c36587_g1_i1_chr8-27661712-27665507--.fa.block.label.reduced.fna.trimmed.fna.extract_Bhyb_D.fna.boottrees	Bhyb_D	0	2	3	95	0	0	0	0	0	100
101053_c36587_g1_i1_chr8-27661712-27665507--.fa.block.label.reduced.fna.trimmed.fna.extract_Bmex_B.fna.boottrees	Bmex_B	14	65	21	0	0	0	0	0	0	100
101053_c36587_g1_i1_chr8-27661712-27665507--.fa.block.label.reduced.fna.trimmed.fna.extract_Bpho_I.fna.boottrees	Bpho_I	0	0	0	0	0	0	10	29	61	100
101053_c36587_g1_i1_chr8-27661712-27665507--.fa.block.label.reduced.fna.trimmed.fna.extract_Bret_C.fna.boottrees	Bret_C	14	3	73	5	5	0	0	0	0	100
101053_c36587_g1_i1_chr8-27661712-27665507--.fa.block.label.reduced.fna.trimmed.fna.extract_Brup_I.fna.boottrees	Brup_I	0	0	0	0	0	0	9	26	65	100
101207_c33326_g2_i1_chr3-3927193-3931341-+.fa.block.label.reduced.fna.trimmed.fna.extract_B422_I.fna.boottrees	B422_I	0	0	0	0	0	0	100	0	0	100
101207_c33326_g2_i1_chr3-3927193-3931341-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bmex_A.fna.boottrees	Bmex_A	85	12	1	0	2	0	0	0	0	100
101207_c33326_g2_i1_chr3-3927193-3931341-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bpho_E.fna.boottrees	Bpho_E	0	0	0	47	53	0	0	0	0	100
101207_c33326_g2_i1_chr3-3927193-3931341-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bret_G.fna.boottrees	Bret_G	0	0	0	0	4	0	80	6	10	100
101207_c33326_g2_i1_chr3-3927193-3931341-+.fa.block.label.reduced.fna.trimmed.fna.extract_Brup_G.fna.boottrees	Brup_G	0	0	0	0	28	1	71	0	0	100
101281_c36814_g1_i2_chr9-30559087-30567752--.fa.block.label.reduced.fna.trimmed.fna.extract_Bboi_A.fna.boottrees	Bboi_A	46	9	44	0	0	0	1	0	0	100
101281_c36814_g1_i2_chr9-30559087-30567752--.fa.block.label.reduced.fna.trimmed.fna.extract_Bhyb_D.fna.boottrees	Bhyb_D	0	0	0	100	0	0	0	0	0	100
101281_c36814_g1_i2_chr9-30559087-30567752--.fa.block.label.reduced.fna.trimmed.fna.extract_Bpho_I.fna.boottrees	Bpho_I	0	0	0	0	0	0	0	3	97	100
101281_c36814_g1_i2_chr9-30559087-30567752--.fa.block.label.reduced.fna.trimmed.fna.extract_Bret_H.fna.boottrees	Bret_H	0	0	0	0	0	0	0	100	0	100
101281_c36814_g1_i2_chr9-30559087-30567752--.fa.block.label.reduced.fna.trimmed.fna.extract_Brup_H.fna.boottrees	Brup_H	0	0	0	0	0	0	0	100	0	100
101324_c27023_g1_i2_chr7-10871126-10874449-+.fa.block.label.reduced.fna.trimmed.fna.extract_B422_G.fna.boottrees	B422_G	0	0	0	0	1	26	39	15	19	100
101324_c27023_g1_i2_chr7-10871126-10874449-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bboi_A.fna.boottrees	Bboi_A	87	0	13	0	0	0	0	0	0	100
101324_c27023_g1_i2_chr7-10871126-10874449-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bhyb_B.fna.boottrees	Bhyb_B	0	66	34	0	0	0	0	0	0	100
101324_c27023_g1_i2_chr7-10871126-10874449-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bmex_A.fna.boottrees	Bmex_A	6	3	85	6	0	0	0	0	0	100
101324_c27023_g1_i2_chr7-10871126-10874449-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bpho_G.fna.boottrees	Bpho_G	0	0	0	0	1	16	51	11	21	100
101324_c27023_g1_i2_chr7-10871126-10874449-+.fa.block.label.reduced.fna.trimmed.fna.extract_Brup_G.fna.boottrees	Brup_G	0	0	0	0	0	1	85	4	10	100
101368_c37945_g2_i2_chr1-48276184-48280300-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bhyb_B.fna.boottrees	Bhyb_B	0	100	0	0	0	0	0	0	0	100
101368_c37945_g2_i2_chr1-48276184-48280300-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bmex_D.fna.boottrees	Bmex_D	1	0	9	90	0	0	0	0	0	100
101368_c37945_g2_i2_chr1-48276184-48280300-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bpho_G.fna.boottrees	Bpho_G	0	0	0	0	0	4	68	27	1	100
101368_c37945_g2_i2_chr1-48276184-48280300-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bret_H.fna.boottrees	Bret_H	0	0	0	0	0	0	5	72	23	100
101368_c37945_g2_i2_chr1-48276184-48280300-+.fa.block.label.reduced.fna.trimmed.fna.extract_Brup_H.fna.boottrees	Brup_H	0	0	0	0	0	0	4	83	13	100
101695_c33591_g2_i1_chr2-12160628-12163702-+.fa.block.label.reduced.fna.trimmed.fna.extract_B422_I.fna.boottrees	B422_I	0	0	0	0	3	0	35	34	28	100
101695_c33591_g2_i1_chr2-12160628-12163702-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bboi_C.fna.boottrees	Bboi_C	0	46	54	0	0	0	0	0	0	100
101695_c33591_g2_i1_chr2-12160628-12163702-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bhyb_B.fna.boottrees	Bhyb_B	0	96	4	0	0	0	0	0	0	100
101695_c33591_g2_i1_chr2-12160628-12163702-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bmex_A.fna.boottrees	Bmex_A	57	43	0	0	0	0	0	0	0	100
101695_c33591_g2_i1_chr2-12160628-12163702-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bpho_I.fna.boottrees	Bpho_I	0	0	0	0	2	0	40	30	28	100
101695_c33591_g2_i1_chr2-12160628-12163702-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bret_I.fna.boottrees	Bret_I	0	0	0	0	3	0	42	54	1	100
101695_c33591_g2_i1_chr2-12160628-12163702-+.fa.block.label.reduced.fna.trimmed.fna.extract_Brup_I.fna.boottrees	Brup_I	0	0	0	0	5	0	48	18	29	100
101731_c34879_g1_i1_chr1-8974676-8980373-+.fa.block.label.reduced.fna.trimmed.fna.extract_B422_E.fna.boottrees	B422_E	0	0	0	0	66	0	25	4	5	100
101731_c34879_g1_i1_chr1-8974676-8980373-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bboi_B.fna.boottrees	Bboi_B	0	100	0	0	0	0	0	0	0	100
101731_c34879_g1_i1_chr1-8974676-8980373-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bhyb_D.fna.boottrees	Bhyb_D	0	0	0	100	0	0	0	0	0	100
101731_c34879_g1_i1_chr1-8974676-8980373-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bmex_A.fna.boottrees	Bmex_A	75	0	17	0	0	0	0	0	0	92
101731_c34879_g1_i1_chr1-8974676-8980373-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bpho_E.fna.boottrees	Bpho_E	0	0	0	0	69	0	19	4	8	100
101731_c34879_g1_i1_chr1-8974676-8980373-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bret_B.fna.boottrees	Bret_B	0	100	0	0	0	0	0	0	0	100
101731_c34879_g1_i1_chr1-8974676-8980373-+.fa.block.label.reduced.fna.trimmed.fna.extract_Brup_E.fna.boottrees	Brup_E	0	0	0	0	67	0	30	2	1	100
101758_c24293_g1_i2_chr6-7002199-7006321-+.fa.block.label.reduced.fna.trimmed.fna.extract_B422_E.fna.boottrees	B422_E	0	0	18	7	65	4	0	5	1	100
101758_c24293_g1_i2_chr6-7002199-7006321-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bboi_C.fna.boottrees	Bboi_C	0	9	89	2	0	0	0	0	0	100
101758_c24293_g1_i2_chr6-7002199-7006321-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bhyb_D.fna.boottrees	Bhyb_D	0	1	5	94	0	0	0	0	0	100
101758_c24293_g1_i2_chr6-7002199-7006321-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bmex_C.fna.boottrees	Bmex_C	3	5	89	3	0	0	0	0	0	100
101758_c24293_g1_i2_chr6-7002199-7006321-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bpho_E.fna.boottrees	Bpho_E	0	0	20	8	64	6	1	1	0	100
101758_c24293_g1_i2_chr6-7002199-7006321-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bret_C.fna.boottrees	Bret_C	0	0	72	27	1	0	0	0	0	100
101758_c24293_g1_i2_chr6-7002199-7006321-+.fa.block.label.reduced.fna.trimmed.fna.extract_Brup_E.fna.boottrees	Brup_E	0	2	22	1	60	3	8	4	0	100
101870_c37290_g1_i1_chr2-12171197-12174261--.fa.block.label.reduced.fna.trimmed.fna.extract_B422_E.fna.boottrees	B422_E	0	0	0	0	18	68	14	0	0	100
101870_c37290_g1_i1_chr2-12171197-12174261--.fa.block.label.reduced.fna.trimmed.fna.extract_Bboi_A.fna.boottrees	Bboi_A	66	34	0	0	0	0	0	0	0	100
101870_c37290_g1_i1_chr2-12171197-12174261--.fa.block.label.reduced.fna.trimmed.fna.extract_Bhyb_D.fna.boottrees	Bhyb_D	0	0	0	100	0	0	0	0	0	100
101870_c37290_g1_i1_chr2-12171197-12174261--.fa.block.label.reduced.fna.trimmed.fna.extract_Bmex_A.fna.boottrees	Bmex_A	77	23	0	0	0	0	0	0	0	100
101870_c37290_g1_i1_chr2-12171197-12174261--.fa.block.label.reduced.fna.trimmed.fna.extract_Bpho_I.fna.boottrees	Bpho_I	0	0	0	0	12	16	48	0	24	100
101870_c37290_g1_i1_chr2-12171197-12174261--.fa.block.label.reduced.fna.trimmed.fna.extract_Bret_E.fna.boottrees	Bret_E	0	0	0	0	48	23	29	0	0	100
101870_c37290_g1_i1_chr2-12171197-12174261--.fa.block.label.reduced.fna.trimmed.fna.extract_Brup_E.fna.boottrees	Brup_E	0	0	0	0	19	67	14	0	0	100
101908_c35641_g1_i2_chr7-7811265-7815179-+.fa.block.label.reduced.fna.trimmed.fna.extract_B422_G.fna.boottrees	B422_G	0	0	0	0	9	0	78	13	0	100
101908_c35641_g1_i2_chr7-7811265-7815179-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bboi_B.fna.boottrees	Bboi_B	0	98	2	0	0	0	0	0	0	100
101908_c35641_g1_i2_chr7-7811265-7815179-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bhyb_B.fna.boottrees	Bhyb_B	0	100	0	0	0	0	0	0	0	100
101908_c35641_g1_i2_chr7-7811265-7815179-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bmex_B.fna.boottrees	Bmex_B	0	96	4	0	0	0	0	0	0	100
101908_c35641_g1_i2_chr7-7811265-7815179-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bpho_G.fna.boottrees	Bpho_G	0	0	0	0	0	0	61	39	0	100
101908_c35641_g1_i2_chr7-7811265-7815179-+.fa.block.label.reduced.fna.trimmed.fna.extract_Brup_H.fna.boottrees	Brup_H	0	0	0	0	0	0	13	87	0	100
102229_c29432_g1_i1_chr1-36249897-36255540-+.fa.block.label.reduced.fna.trimmed.fna.extract_B422_E.fna.boottrees	B422_E	0	0	49	7	42	2	0	0	0	100
102229_c29432_g1_i1_chr1-36249897-36255540-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bboi_D.fna.boottrees	Bboi_D	0	2	61	37	0	0	0	0	0	100
102229_c29432_g1_i1_chr1-36249897-36255540-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bhyb_B.fna.boottrees	Bhyb_B	0	80	9	11	0	0	0	0	0	100
