# /home/bioflora/allopolyploids/scripts/_check_lineages_polyploids.pl -t 100693_c25007_g1_i1_chr4-30923463-30927107-+.fa.block.fna.trimmed.fna.treefile.root.ph -f 100693_c25007_g1_i1_chr4-30923463-30927107-+.fa.block.fna.trimmed.fna -v 0 -l 0


# 100693_c25007_g1_i1_chr4-30923463-30927107-+.fa.block.label.fna.trimmed.fna 100693_c25007_g1_i1_chr4-30923463-30927107-+.fa.block.label.reduced.fna.trimmed.fna 848 100693_c25007_g1_i1_chr4-30923463-30927107-+.fa.block.fna.trimmed.fna.treefile.root.label.ph

	A	B	C	D	E	F	G	H	I	all
Bmex	1	0	0	0	0	0	0	0	0	1
Bboi	0	0	1	0	0	0	0	0	0	1
Bret	0	0	0	0	0	1	0	0	0	1
Bhyb	0	0	0	1	0	0	0	0	0	1
Brup	0	0	0	0	0	1	0	0	0	1
Bpho	0	0	0	0	0	1	0	0	0	1
B422	0	0	0	0	0	1	0	0	0	1
# /home/bioflora/allopolyploids/scripts/_check_lineages_polyploids.pl -t 100870_c36848_g2_i3_Bd1-25321428-25324580-+.fa.block.fna.trimmed.fna.treefile.root.ph -f 100870_c36848_g2_i3_Bd1-25321428-25324580-+.fa.block.fna.trimmed.fna -v 0 -l 0


# 100870_c36848_g2_i3_Bd1-25321428-25324580-+.fa.block.label.fna.trimmed.fna 100870_c36848_g2_i3_Bd1-25321428-25324580-+.fa.block.label.reduced.fna.trimmed.fna 1145 100870_c36848_g2_i3_Bd1-25321428-25324580-+.fa.block.fna.trimmed.fna.treefile.root.label.ph

	A	B	C	D	E	F	G	H	I	all
Bmex	0	0	0	0	0	0	0	0	0	0
Bboi	0	1	0	0	0	0	0	0	0	1
Bret	0	0	0	0	0	0	0	1	0	1
Bhyb	0	1	0	0	0	0	0	0	0	1
Brup	0	0	0	0	0	0	0	1	0	1
Bpho	0	0	0	0	0	0	0	1	0	1
B422	0	0	0	0	0	0	0	1	0	1
# /home/bioflora/allopolyploids/scripts/_check_lineages_polyploids.pl -t 100945_c32632_g2_i3_chr3-3170858-3178168-+.fa.block.fna.trimmed.fna.treefile.root.ph -f 100945_c32632_g2_i3_chr3-3170858-3178168-+.fa.block.fna.trimmed.fna -v 0 -l 0


# 100945_c32632_g2_i3_chr3-3170858-3178168-+.fa.block.label.fna.trimmed.fna 100945_c32632_g2_i3_chr3-3170858-3178168-+.fa.block.label.reduced.fna.trimmed.fna 1037 100945_c32632_g2_i3_chr3-3170858-3178168-+.fa.block.fna.trimmed.fna.treefile.root.label.ph

	A	B	C	D	E	F	G	H	I	all
Bmex	0	0	0	0	0	0	0	0	0	0
Bboi	0	0	0	0	0	0	0	0	0	0
Bret	0	1	0	0	0	0	0	0	0	1
Bhyb	0	1	0	0	0	0	0	0	0	1
Brup	0	0	0	0	0	0	0	0	0	0
Bpho	0	0	0	0	0	1	0	0	0	1
B422	0	0	0	0	0	1	0	0	0	1
# /home/bioflora/allopolyploids/scripts/_check_lineages_polyploids.pl -t 100966_c25470_g1_i1_chr2-27502516-27506894-+.fa.block.fna.trimmed.fna.treefile.root.ph -f 100966_c25470_g1_i1_chr2-27502516-27506894-+.fa.block.fna.trimmed.fna -v 0 -l 0


# 100966_c25470_g1_i1_chr2-27502516-27506894-+.fa.block.label.fna.trimmed.fna 100966_c25470_g1_i1_chr2-27502516-27506894-+.fa.block.label.reduced.fna.trimmed.fna 542 100966_c25470_g1_i1_chr2-27502516-27506894-+.fa.block.fna.trimmed.fna.treefile.root.label.ph

	A	B	C	D	E	F	G	H	I	all
Bmex	0	0	0	0	1	0	0	0	0	1
Bboi	0	0	0	0	1	0	0	0	0	1
Bret	1	0	0	0	0	0	0	0	0	1
Bhyb	0	0	0	1	0	0	0	0	0	1
Brup	0	0	0	0	0	0	0	1	0	1
Bpho	0	0	0	0	0	0	0	1	0	1
B422	0	0	0	0	0	0	0	1	0	1
# /home/bioflora/allopolyploids/scripts/_check_lineages_polyploids.pl -t 100996_c35916_g1_i4_chr3-8301193-8304949--.fa.block.fna.trimmed.fna.treefile.root.ph -f 100996_c35916_g1_i4_chr3-8301193-8304949--.fa.block.fna.trimmed.fna -v 0 -l 0


# 100996_c35916_g1_i4_chr3-8301193-8304949--.fa.block.label.fna.trimmed.fna 100996_c35916_g1_i4_chr3-8301193-8304949--.fa.block.label.reduced.fna.trimmed.fna 646 100996_c35916_g1_i4_chr3-8301193-8304949--.fa.block.fna.trimmed.fna.treefile.root.label.ph

	A	B	C	D	E	F	G	H	I	all
Bmex	0	1	0	0	0	0	0	0	0	1
Bboi	0	1	0	0	0	0	0	0	0	1
Bret	0	0	0	0	0	1	0	0	0	1
Bhyb	0	1	0	0	0	0	0	0	0	1
Brup	0	0	0	0	0	1	0	0	0	1
Bpho	0	0	0	0	0	1	0	0	0	1
B422	0	0	0	0	0	1	0	0	0	1
# /home/bioflora/allopolyploids/scripts/_check_lineages_polyploids.pl -t 101053_c36587_g1_i1_chr8-27661712-27665507--.fa.block.fna.trimmed.fna.treefile.root.ph -f 101053_c36587_g1_i1_chr8-27661712-27665507--.fa.block.fna.trimmed.fna -v 0 -l 0


# 101053_c36587_g1_i1_chr8-27661712-27665507--.fa.block.label.fna.trimmed.fna 101053_c36587_g1_i1_chr8-27661712-27665507--.fa.block.label.reduced.fna.trimmed.fna 1086 101053_c36587_g1_i1_chr8-27661712-27665507--.fa.block.fna.trimmed.fna.treefile.root.label.ph

	A	B	C	D	E	F	G	H	I	all
Bmex	0	1	0	0	0	0	0	0	0	1
Bboi	0	0	1	0	0	0	0	0	0	1
Bret	0	0	1	0	0	0	0	0	0	1
Bhyb	0	0	0	1	0	0	0	0	0	1
Brup	0	0	0	0	0	0	0	0	1	1
Bpho	0	0	0	0	0	0	0	0	1	1
B422	0	0	0	0	0	1	0	0	0	1
# /home/bioflora/allopolyploids/scripts/_check_lineages_polyploids.pl -t 101207_c33326_g2_i1_chr3-3927193-3931341-+.fa.block.fna.trimmed.fna.treefile.root.ph -f 101207_c33326_g2_i1_chr3-3927193-3931341-+.fa.block.fna.trimmed.fna -v 0 -l 0


# 101207_c33326_g2_i1_chr3-3927193-3931341-+.fa.block.label.fna.trimmed.fna 101207_c33326_g2_i1_chr3-3927193-3931341-+.fa.block.label.reduced.fna.trimmed.fna 1600 101207_c33326_g2_i1_chr3-3927193-3931341-+.fa.block.fna.trimmed.fna.treefile.root.label.ph

	A	B	C	D	E	F	G	H	I	all
Bmex	1	0	0	0	0	0	0	0	0	1
Bboi	0	0	0	0	0	0	0	0	0	0
Bret	0	0	0	0	0	0	1	0	0	1
Bhyb	0	1	0	0	0	0	0	0	0	1
Brup	0	0	0	0	0	0	1	0	0	1
Bpho	0	0	0	0	1	0	0	0	0	1
B422	0	0	0	0	0	0	0	0	1	1
# /home/bioflora/allopolyploids/scripts/_check_lineages_polyploids.pl -t 101281_c36814_g1_i2_chr9-30559087-30567752--.fa.block.fna.trimmed.fna.treefile.root.ph -f 101281_c36814_g1_i2_chr9-30559087-30567752--.fa.block.fna.trimmed.fna -v 0 -l 0


# 101281_c36814_g1_i2_chr9-30559087-30567752--.fa.block.label.fna.trimmed.fna 101281_c36814_g1_i2_chr9-30559087-30567752--.fa.block.label.reduced.fna.trimmed.fna 875 101281_c36814_g1_i2_chr9-30559087-30567752--.fa.block.fna.trimmed.fna.treefile.root.label.ph

	A	B	C	D	E	F	G	H	I	all
Bmex	0	0	0	0	0	0	0	0	0	0
Bboi	1	0	0	0	0	0	0	0	0	1
Bret	0	0	0	0	0	0	0	1	0	1
Bhyb	0	0	0	1	0	0	0	0	0	1
Brup	0	0	0	0	0	0	0	1	0	1
Bpho	0	0	0	0	0	0	0	0	1	1
B422	0	0	0	0	0	0	0	0	0	0
# /home/bioflora/allopolyploids/scripts/_check_lineages_polyploids.pl -t 101324_c27023_g1_i2_chr7-10871126-10874449-+.fa.block.fna.trimmed.fna.treefile.root.ph -f 101324_c27023_g1_i2_chr7-10871126-10874449-+.fa.block.fna.trimmed.fna -v 0 -l 0


# 101324_c27023_g1_i2_chr7-10871126-10874449-+.fa.block.label.fna.trimmed.fna 101324_c27023_g1_i2_chr7-10871126-10874449-+.fa.block.label.reduced.fna.trimmed.fna 1308 101324_c27023_g1_i2_chr7-10871126-10874449-+.fa.block.fna.trimmed.fna.treefile.root.label.ph

	A	B	C	D	E	F	G	H	I	all
Bmex	1	0	0	0	0	0	0	0	0	1
Bboi	1	0	0	0	0	0	0	0	0	1
Bret	0	0	0	0	0	0	0	0	0	0
Bhyb	0	1	0	0	0	0	0	0	0	1
Brup	0	0	0	0	0	0	1	0	0	1
Bpho	0	0	0	0	0	0	1	0	0	1
B422	0	0	0	0	0	0	1	0	0	1
# /home/bioflora/allopolyploids/scripts/_check_lineages_polyploids.pl -t 101368_c37945_g2_i2_chr1-48276184-48280300-+.fa.block.fna.trimmed.fna.treefile.root.ph -f 101368_c37945_g2_i2_chr1-48276184-48280300-+.fa.block.fna.trimmed.fna -v 0 -l 0


# 101368_c37945_g2_i2_chr1-48276184-48280300-+.fa.block.label.fna.trimmed.fna 101368_c37945_g2_i2_chr1-48276184-48280300-+.fa.block.label.reduced.fna.trimmed.fna 1816 101368_c37945_g2_i2_chr1-48276184-48280300-+.fa.block.fna.trimmed.fna.treefile.root.label.ph

	A	B	C	D	E	F	G	H	I	all
Bmex	0	0	0	1	0	0	0	0	0	1
Bboi	0	0	0	0	0	0	0	0	0	0
Bret	0	0	0	0	0	0	0	1	0	1
Bhyb	0	1	0	0	0	0	0	0	0	1
Brup	0	0	0	0	0	0	0	1	0	1
Bpho	0	0	0	0	0	0	1	0	0	1
B422	0	0	0	0	1	0	0	0	0	1
# /home/bioflora/allopolyploids/scripts/_check_lineages_polyploids.pl -t 101695_c33591_g2_i1_chr2-12160628-12163702-+.fa.block.fna.trimmed.fna.treefile.root.ph -f 101695_c33591_g2_i1_chr2-12160628-12163702-+.fa.block.fna.trimmed.fna -v 0 -l 0


# 101695_c33591_g2_i1_chr2-12160628-12163702-+.fa.block.label.fna.trimmed.fna 101695_c33591_g2_i1_chr2-12160628-12163702-+.fa.block.label.reduced.fna.trimmed.fna 568 101695_c33591_g2_i1_chr2-12160628-12163702-+.fa.block.fna.trimmed.fna.treefile.root.label.ph

	A	B	C	D	E	F	G	H	I	all
Bmex	1	0	0	0	0	0	0	0	0	1
Bboi	0	0	1	0	0	0	0	0	0	1
Bret	0	0	0	0	0	0	0	0	1	1
Bhyb	0	1	0	0	0	0	0	0	0	1
Brup	0	0	0	0	0	0	0	0	1	1
Bpho	0	0	0	0	0	0	0	0	1	1
B422	0	0	0	0	0	0	0	0	1	1
# /home/bioflora/allopolyploids/scripts/_check_lineages_polyploids.pl -t 101731_c34879_g1_i1_chr1-8974676-8980373-+.fa.block.fna.trimmed.fna.treefile.root.ph -f 101731_c34879_g1_i1_chr1-8974676-8980373-+.fa.block.fna.trimmed.fna -v 0 -l 0


# 101731_c34879_g1_i1_chr1-8974676-8980373-+.fa.block.label.fna.trimmed.fna 101731_c34879_g1_i1_chr1-8974676-8980373-+.fa.block.label.reduced.fna.trimmed.fna 1783 101731_c34879_g1_i1_chr1-8974676-8980373-+.fa.block.fna.trimmed.fna.treefile.root.label.ph

	A	B	C	D	E	F	G	H	I	all
Bmex	1	0	0	0	0	0	0	0	0	1
Bboi	0	1	0	0	0	0	0	0	0	1
Bret	0	1	0	0	0	0	0	0	0	1
Bhyb	0	0	0	1	0	0	0	0	0	1
Brup	0	0	0	0	1	0	0	0	0	1
Bpho	0	0	0	0	1	0	0	0	0	1
B422	0	0	0	0	1	0	0	0	0	1
# /home/bioflora/allopolyploids/scripts/_check_lineages_polyploids.pl -t 101758_c24293_g1_i2_chr6-7002199-7006321-+.fa.block.fna.trimmed.fna.treefile.root.ph -f 101758_c24293_g1_i2_chr6-7002199-7006321-+.fa.block.fna.trimmed.fna -v 0 -l 0


# 101758_c24293_g1_i2_chr6-7002199-7006321-+.fa.block.label.fna.trimmed.fna 101758_c24293_g1_i2_chr6-7002199-7006321-+.fa.block.label.reduced.fna.trimmed.fna 607 101758_c24293_g1_i2_chr6-7002199-7006321-+.fa.block.fna.trimmed.fna.treefile.root.label.ph

	A	B	C	D	E	F	G	H	I	all
Bmex	0	0	1	0	0	0	0	0	0	1
Bboi	0	0	1	0	0	0	0	0	0	1
Bret	0	0	1	0	0	0	0	0	0	1
Bhyb	0	0	0	1	0	0	0	0	0	1
Brup	0	0	0	0	1	0	0	0	0	1
Bpho	0	0	0	0	1	0	0	0	0	1
B422	0	0	0	0	1	0	0	0	0	1
# /home/bioflora/allopolyploids/scripts/_check_lineages_polyploids.pl -t 101870_c37290_g1_i1_chr2-12171197-12174261--.fa.block.fna.trimmed.fna.treefile.root.ph -f 101870_c37290_g1_i1_chr2-12171197-12174261--.fa.block.fna.trimmed.fna -v 0 -l 0


# 101870_c37290_g1_i1_chr2-12171197-12174261--.fa.block.label.fna.trimmed.fna 101870_c37290_g1_i1_chr2-12171197-12174261--.fa.block.label.reduced.fna.trimmed.fna 893 101870_c37290_g1_i1_chr2-12171197-12174261--.fa.block.fna.trimmed.fna.treefile.root.label.ph

	A	B	C	D	E	F	G	H	I	all
Bmex	1	0	0	0	0	0	0	0	0	1
Bboi	1	0	0	0	0	0	0	0	0	1
Bret	0	0	0	0	1	0	0	0	0	1
Bhyb	0	0	0	1	0	0	0	0	0	1
Brup	0	0	0	0	1	0	0	0	0	1
Bpho	0	0	0	0	0	0	0	0	1	1
B422	0	0	0	0	1	0	0	0	0	1
# /home/bioflora/allopolyploids/scripts/_check_lineages_polyploids.pl -t 101908_c35641_g1_i2_chr7-7811265-7815179-+.fa.block.fna.trimmed.fna.treefile.root.ph -f 101908_c35641_g1_i2_chr7-7811265-7815179-+.fa.block.fna.trimmed.fna -v 0 -l 0


# 101908_c35641_g1_i2_chr7-7811265-7815179-+.fa.block.label.fna.trimmed.fna 101908_c35641_g1_i2_chr7-7811265-7815179-+.fa.block.label.reduced.fna.trimmed.fna 1784 101908_c35641_g1_i2_chr7-7811265-7815179-+.fa.block.fna.trimmed.fna.treefile.root.label.ph

	A	B	C	D	E	F	G	H	I	all
Bmex	0	1	0	0	0	0	0	0	0	1
Bboi	0	1	0	0	0	0	0	0	0	1
Bret	0	0	0	0	0	0	0	0	0	0
Bhyb	0	1	0	0	0	0	0	0	0	1
Brup	0	0	0	0	0	0	0	1	0	1
Bpho	0	0	0	0	0	0	1	0	0	1
B422	0	0	0	0	0	0	1	0	0	1
# /home/bioflora/allopolyploids/scripts/_check_lineages_polyploids.pl -t 102229_c29432_g1_i1_chr1-36249897-36255540-+.fa.block.fna.trimmed.fna.treefile.root.ph -f 102229_c29432_g1_i1_chr1-36249897-36255540-+.fa.block.fna.trimmed.fna -v 0 -l 0


# 102229_c29432_g1_i1_chr1-36249897-36255540-+.fa.block.label.fna.trimmed.fna 102229_c29432_g1_i1_chr1-36249897-36255540-+.fa.block.label.reduced.fna.trimmed.fna 1840 102229_c29432_g1_i1_chr1-36249897-36255540-+.fa.block.fna.trimmed.fna.treefile.root.label.ph

	A	B	C	D	E	F	G	H	I	all
Bmex	0	1	0	0	0	0	0	0	0	1
Bboi	0	0	0	1	0	0	0	0	0	1
Bret	0	0	0	0	1	0	0	0	0	1
Bhyb	0	1	0	0	0	0	0	0	0	1
Brup	0	0	0	0	0	0	1	0	0	1
Bpho	0	0	0	0	1	0	0	0	0	1
B422	0	0	0	0	1	0	0	0	0	1
# /home/bioflora/allopolyploids/scripts/_check_lineages_polyploids.pl -t 102319_c39933_g2_i1_chr1-5901123-5904307-+.fa.block.fna.trimmed.fna.treefile.root.ph -f 102319_c39933_g2_i1_chr1-5901123-5904307-+.fa.block.fna.trimmed.fna -v 0 -l 0


# 102319_c39933_g2_i1_chr1-5901123-5904307-+.fa.block.label.fna.trimmed.fna 102319_c39933_g2_i1_chr1-5901123-5904307-+.fa.block.label.reduced.fna.trimmed.fna 1174 102319_c39933_g2_i1_chr1-5901123-5904307-+.fa.block.fna.trimmed.fna.treefile.root.label.ph

	A	B	C	D	E	F	G	H	I	all
Bmex	0	0	0	0	1	0	0	0	0	1
Bboi	0	0	0	0	1	0	0	0	0	1
Bret	0	0	0	0	1	0	0	0	0	1
Bhyb	0	0	0	0	0	0	0	0	0	0
Brup	0	0	0	0	1	0	0	0	0	1
Bpho	0	0	0	0	1	0	0	0	0	1
B422	0	0	0	0	1	0	0	0	0	1
# /home/bioflora/allopolyploids/scripts/_check_lineages_polyploids.pl -t 102348_c17293_g1_i2_chr2-29961144-29965947-+.fa.block.fna.trimmed.fna.treefile.root.ph -f 102348_c17293_g1_i2_chr2-29961144-29965947-+.fa.block.fna.trimmed.fna -v 0 -l 0


# 102348_c17293_g1_i2_chr2-29961144-29965947-+.fa.block.label.fna.trimmed.fna 102348_c17293_g1_i2_chr2-29961144-29965947-+.fa.block.label.reduced.fna.trimmed.fna 1583 102348_c17293_g1_i2_chr2-29961144-29965947-+.fa.block.fna.trimmed.fna.treefile.root.label.ph

	A	B	C	D	E	F	G	H	I	all
Bmex	1	0	0	0	0	0	0	0	0	1
Bboi	1	0	0	0	0	0	0	0	0	1
Bret	0	0	0	0	1	0	0	0	0	1
Bhyb	0	0	0	1	0	0	0	0	0	1
Brup	0	0	0	0	0	0	0	1	0	1
Bpho	0	0	0	0	0	0	0	1	0	1
B422	0	0	0	0	0	0	0	1	0	1
# /home/bioflora/allopolyploids/scripts/_check_lineages_polyploids.pl -t 102509_c24408_g1_i1_Bd2-4876057-4881806-+.fa.block.fna.trimmed.fna.treefile.root.ph -f 102509_c24408_g1_i1_Bd2-4876057-4881806-+.fa.block.fna.trimmed.fna -v 0 -l 0


